current_location	address	registration	user_id	mail	residence	name	job	username	company	blood_group	ssn	station_ID
(Decimal('24.280691'), Decimal('61.406958'))	"Trecho de Sales, 36
Aarão Reis
96213671 da Mata / RO"	2025/08/31	933	xbarbosa@gmail.com		Matheus Mendes	Engenheiro têxtil	fogacajoao-gabriel	Marques e Filhos	A-	67582491076	91
(Decimal('-73.778574'), Decimal('-71.074722'))		07/31/2024, 00:00:00	1223	tomoya78@gmail.com		松本 加奈		ryosuke87	合同会社鈴木ガス	AB-	644-17-7927	619
(Decimal('-8.080600'), Decimal('-64.622100'))	"Stiffelring 47-66
05813 Ansbach"	2020-08-21	1655	giorgiobinner@aol.de		Ing. Polina Zorbach B.Sc.		liesel14	Noack Hermann GbR	O-	876-41-0405	545
(Decimal('74.3493145'), Decimal('-128.128891'))	"370 Jesus Rapids
North Robert, VI 74874"	2024/06/25	984	tracywashington@hotmail.com		Wanda Jordan		charles33	Sanchez, Thomas and Rubio	A+	012-92-1036	102
(Decimal('-2.3691005'), Decimal('99.835405'))	"Esplanada Campos
Urca
44986-950 Gonçalves de da Mata / PR"	09/19/2021, 00:00:00	1487	faparecida@hotmail.com		Ana Júlia Aragão	Laboratorista	maria-florda-paz	Dias Ltda.	A+	65391704839	437
(Decimal('-26.250723'), Decimal('-24.683730'))	"Angelique-Wernecke-Straße 6
24884 Bad Brückenau"	2025-04-22	1949	wolf-ruedigertrueb@gmx.de		Beata Drub	Winzer	henriette62	Ortmann GmbH & Co. KGaA	O-	789-70-8211	333
(Decimal('26.662105'), Decimal('103.996782'))	"Condomínio Yuri da Cunha, 94
Vila Nova Gameleira 1ª Seção
60148820 Costa / PI"	07/23/2024, 00:00:00	800	abreuvinicius@ig.com.br		Maria Vitória Borges		jose90	Novais	B-	60978413539	137
(Decimal('-72.5078145'), Decimal('106.401711'))	"Vicolo Veronica, 8
89862, Brattiro' (VV)"	2021-03-25	289	fvespa@alice.it		Flora Mastroianni	Herpetologist	tebaldiberenice	Legnante, Armani e Tosi SPA	AB-	NTTGRN42D20C176V	170
(Decimal('28.2901505'), Decimal('133.712948'))	"736 Kathleen Drive
Martinezview, PR 13399"	28 Mar 2025	432	dkidd@hotmail.com		Tammy Grant	Social worker	joshua11	Harper and Sons	O-	163-60-6445	365
(Decimal('-49.3781295'), Decimal('95.671921'))	"Canale Fiorenzo, 71 Appartamento 4
16010, Masone (GE)"	2024/12/16	2102	griselda75@hotmail.it		Venancio Antonioni		sdeledda	Nicoletti-Prada e figli	A+	CRQNCT30E25H539K	497
(Decimal('-28.5748585'), Decimal('-133.163671'))	埼玉県我孫子市戸塚町26丁目11番19号 パレス雷門576	2019-04-30	984	yokosaito@hotmail.com		小林 太一		bsasaki	林建設合同会社	AB+	433-07-3687	475
(Decimal('69.2144445'), Decimal('2.654420'))	栃木県目黒区白金台18丁目16番17号	21 Dec 2018	1966	hyamaguchi@hotmail.com		森 太一		naoki60	松田銀行有限会社	AB+	805-96-7558	253
(Decimal('-43.646077'), Decimal('-39.578647'))	"Irmgard-Thies-Platz 5
23008 Rehau"	2022-11-22	1739	wellergottlieb@web.de		Ing. Tassilo Röhricht	Asphaltbauer	striebitzella	Hartung AG & Co. KGaA	AB-	089-33-6798	496
(Decimal('89.6260885'), Decimal('-90.469517'))	長崎県荒川区月島17丁目25番18号 外国府間シャルム737	07/04/2025, 00:00:00	1228	bwatanabe@hotmail.com		中村 洋介	検察官	psato	有限会社阿部食品	A-	569-39-0528	225
(Decimal('-2.138341'), Decimal('-65.568892'))	"9073 Karen Turnpike
Stephenstad, MT 04643"	01/29/2025, 00:00:00	428	mbauer@gmail.com		Nicole Nguyen		angelacoleman	Thomas PLC	A-	163-80-6092	48
(Decimal('14.1941355'), Decimal('-48.223133'))	"Trecho de Moraes, 5
Pindura Saia
15967-910 Ramos Paulista / SC"	04/25/2019, 00:00:00	1283	noah47@bol.com.br		Srta. Lara Pereira		felipecosta	Santos	O+	04725698130	226
(Decimal('-89.316856'), Decimal('-173.952519'))	富山県文京区百村18丁目3番8号 シティ外神田690	2022-01-18	1591	kazuya36@hotmail.com		後藤 健一	運転士	taroito	合同会社前田鉱業	AB-	382-68-6095	87
(Decimal('9.704141'), Decimal('-130.359978'))		2024-10-10	1962	ptravis@yahoo.com		Nicholas Mathews	Contracting civil engineer	webblinda	Taylor, Walker and Salinas	A+	621-28-2328	333
(Decimal('-3.556416'), Decimal('91.022076'))	"0978 Cruz Rue Apt. 975
Whitestad, TX 97570"	03/25/2022, 00:00:00	160	anthonyrosario@gmail.com		Frank Sanchez		ohernandez	Stark-Smith	A-	785-13-5995	410
(Decimal('-38.718803'), Decimal('-178.874043'))		2019/07/22	1005	henriquevargas@yahoo.com.br		Luiz Felipe Melo		mmendes	Leão	AB+	98671504301	69
(Decimal('87.532012'), Decimal('75.826442'))	"Sieringstr. 5-5
21375 Bitterfeld"	12 Apr 2023	1061	christosvogt@gmail.com		Bozena Radisch		kazim95	Wilms KG	B-	538-24-4375	254
(Decimal('-87.1747495'), Decimal('-2.645000'))	岡山県大島町白金台37丁目26番11号 東浅草パーク761	2019-04-27	134	ytakahashi@gmail.com		三浦 春香	医師	yoko97	合同会社藤原銀行	A+	250-73-2729	621
(Decimal('56.5062735'), Decimal('-100.659559'))	"5086 Lewis Walk
Port Kristen, AK 55079"	28 Jan 2022	841	stevenhudson@yahoo.com		Melissa Patel		erica06	Porter Ltd	AB-	752-07-7757	415
(Decimal('-67.340941'), Decimal('-12.901473'))	"Vila Dias
Alto Dos Pinheiros
72299779 Sampaio / SC"	09 Oct 2020	947	hvasconcelos@yahoo.com.br		Ana Vitória Cavalcanti		csampaio	Sampaio S.A.	A+	27863410940	325
(Decimal('-22.302954'), Decimal('-30.726356'))	"Unit 4443 Box 5186
DPO AA 82518"	27 Jul 2024	991	pamela59@gmail.com		Gavin Smith		qklein	Bryant, Booker and Shelton	O+	498-54-8517	340
(Decimal('-84.746979'), Decimal('98.755808'))	"Henriette-Baum-Ring 54
53966 Hannoversch Münden"	04 Jan 2025	372	ljiljanatrapp@gmail.com		Nicolas Winkler	Forstwirt	tmeyer	Adler Dehmel GbR	A+	397-45-9104	188
(Decimal('23.291909'), Decimal('73.514975'))	"Marco-Benthin-Gasse 332
92438 Eisenach"	2024-05-17	894	wesackfrederik@aol.de		Mariola Schmidt-Schleich	Schornsteinfeger	augustin64	Flantz Girschner GbR	O+	465-94-5889	78
(Decimal('73.995508'), Decimal('-8.486254'))	"Borgo Pulci, 5 Piano 1
28819, Vignone (VB)"	19 Jul 2019	1913	giannucci@libero.it		Edoardo Balbi		pigafettagiustino	Tutino SPA	B-	CGUMND22R05G747E	617
(Decimal('-8.8957245'), Decimal('-0.407627'))	"Conjunto Theo Azevedo, 1
Vila Ipiranga
91515620 Teixeira / ES"	23 Oct 2018	1019	isadoranascimento@bol.com.br		Fernanda Cavalcanti		oliviarocha	Machado S.A.	AB+	23047956847	478
(Decimal('-26.2299575'), Decimal('-59.544608'))	"427 Lori Spur
New Debra, IL 47108"	2019/08/26	1204	cookjennifer@hotmail.com		Renee Maynard	Paramedic	zachary19	Gordon-Walker	A+	589-72-2704	198
(Decimal('56.0521125'), Decimal('87.610874'))		22 Sep 2023	1707	vkreusel@aol.de		Brita Dobes	Krankenschwester	xaver31	Gorlitz KG	AB-	010-19-4322	531
(Decimal('-35.3696505'), Decimal('-117.163464'))		12 May 2022	1214	eckbauersandy@googlemail.com		Rabea Schleich	Designer	ksoelzer	Stiebitz Stiftung & Co. KGaA	A-	326-97-1819	45
(Decimal('35.5724085'), Decimal('-138.261057'))	"304 Kimberly Terrace Suite 801
Salinaston, MH 01274"	2024-04-06	447	mariawatts@gmail.com		Maria Freeman		ronald24	Farmer-Lewis	O+	153-86-8824	538
	"58669 Lisa Road
Michellebury, LA 37251"	08/21/2021, 00:00:00	634	uhale@hotmail.com		Cameron Romero	Heritage manager	crystalbrown	Howard, Humphrey and Duffy	AB+	887-44-7287	687
(Decimal('-12.279794'), Decimal('-169.270148'))	"7313 Kimberly Field Apt. 547
Williamshire, KY 09544"	2022/10/29	1640	williamgates@hotmail.com		Justin Jones	Personal assistant	millermichael	Schneider, Armstrong and Elliott	O+	613-26-5284	579
(Decimal('59.7672755'), Decimal('3.679927'))	"Piazza Leone, 15 Piano 5
10093, Leumann (TO)"	2019/12/07	265	gastone23@tele2.it		Nico Segrè		benedettigiosue	Gemito-Cavanna SPA	A+	SCTGRM59M52I364E	120
(Decimal('84.4224025'), Decimal('76.719574'))		20 Jul 2020	790	mortatironaldo@hotmail.it		Alberico Vismara		annunziatalettiere	Alighieri-Tebaldi s.r.l.	B+	CRCFRN11D56B832F	451
(Decimal('30.2531515'), Decimal('16.157086'))		01 Jun 2023	991	christel27@yahoo.de		Dr. Nikolai Junck B.Sc.		jasmin76	Losekann Rose GmbH	O+	561-27-1838	488
	神奈川県山武郡横芝光町長間15丁目5番9号 パレス池之端678	2020-12-06	901	okamototaro@hotmail.com		佐藤 美加子		jun17	有限会社鈴木農林	AB-	735-35-0025	146
(Decimal('21.643659'), Decimal('-137.598547'))	"8232 Cuevas Path
Annaton, SD 56303"	2024/03/01	297	robertward@gmail.com		Thomas Jones	Financial risk analyst	shaneschmidt	Weber Group	O+	149-21-5913	518
(Decimal('86.7851515'), Decimal('-114.344896'))	"Blümelstr. 7/8
24635 Ebern"	2019-11-25	891	wolf-ruedigerziegert@gmail.com		Philip Rogner	Polizist	peter-michaelfroehlich	Buchholz Stiftung & Co. KG	AB-	520-13-8678	530
(Decimal('-66.297600'), Decimal('142.206768'))	"Stretto Forza, 3 Piano 8
76125, Trani (BT)"	2020-07-31	933	venezianoraimondo@libero.it		Vittorio Serlupi		giovannasbarbaro	Roncalli-Pareto e figli	O+	NTTMLN88S16H396T	559
(Decimal('27.4287145'), Decimal('-154.481387'))	"Claudia-Mies-Gasse 3-4
79988 Pirmasens"	07/07/2019, 00:00:00	942	jeanninegrein-groth@hotmail.de		Lambert Heinz-Bruder	Fleischer	ilsegierschner	Löwer AG & Co. OHG	B+	808-59-0808	424
(Decimal('55.205554'), Decimal('-119.613696'))	"Rotonda Gagliano, 72 Appartamento 39
06063, Sant'Arcangelo (PG)"	2024/02/03	584	fparpinel@tim.it		Gianpaolo Balotelli		soniamaggioli	Segrè, Dallapé e Rizzo s.r.l.	AB-	ZFFNNS46E16E245C	248
(Decimal('-62.5890465'), Decimal('8.252318'))	"Piazza Filippo, 871
72013, Ceglie Messapica (BR)"	07 Oct 2019	1773	diana05@outlook.com		Maria Sauli		orazio86	Verga SPA	AB-	MNGDLS73D15G201T	525
(Decimal('23.064223'), Decimal('-131.068487'))	"Gesine-Kitzmann-Gasse 10-19
44306 Grevenbroich"	24 Mar 2019	1120	gertraud02@gmail.com		Regine Junken	Beamter	holtjuan	Kraushaar Mies GmbH & Co. OHG	A+	353-74-2092	326
(Decimal('-89.6173285'), Decimal('53.821463'))	"Vicolo Imelda, 19
46018, Villa Pasquali (MN)"	2023/05/01	470	giadafantini@hotmail.it		Dott. Gloria Lanfranchi	Designer, fashion/clothing	silvestro58	Maccanelli-Marzorati s.r.l.	A-	MNRNZE65C59A447E	189
(Decimal('-4.4890775'), Decimal('24.705559'))	和歌山県文京区木立4丁目5番16号	2019/12/22	1547	mikimatsumoto@yahoo.com		太田 涼平	ゲームクリエイター	kenichi48	株式会社佐藤鉱業	B-	379-61-9159	178
(Decimal('68.735860'), Decimal('-94.685737'))	"Pechelstr. 51
38640 Koblenz"	2022/11/28	1998	carstenlisbeth@yahoo.de		Augustin Davids-Ackermann		heinz-peter81	Schleich GmbH	A-	790-52-1543	279
(Decimal('19.0836185'), Decimal('-108.336722'))	"Neureutherweg 65
30694 Pasewalk"	09/27/2019, 00:00:00	1190	danschulz@web.de		Dipl.-Ing. Annamaria Baum		gtaesche	Hölzenbecher Seidel e.V.	AB+	080-44-3141	402
(Decimal('66.5973255'), Decimal('-68.989576'))	"Viale Vespa, 4
83012, Ioffredo (AV)"	01/19/2025, 00:00:00	606	dallapemichele@tele2.it		Dott. Gianluigi Righi		giulioorengo	Battaglia-Callegari SPA	A-	VRCCLC53R51A167O	211
(Decimal('-45.951852'), Decimal('-99.605874'))		12 Jul 2022	820	mercedes39@yahoo.com		Nina Fischetti		fabrizioniggli	Goldstein-Montesano e figli	AB+	SBRCRL02D52A870L	140
		2022-10-20	498	faustmary@hotmail.de		Klaus Stiebitz		uziegert	Lorch Austermühle GmbH & Co. KG	A-	481-21-4164	122
(Decimal('-22.0731365'), Decimal('-118.100753'))	"Borgo Ricciotti, 25
39043, Gufidaun (BZ)"	05 Jul 2025	1324	manolessoachille@live.com		Rosa Mazzacurati	Psychologist, clinical	dcorradi	Guarana, Giammusso e Volterra s.r.l.	AB+	LNETZN89A19B054S	431
(Decimal('-42.2614105'), Decimal('-51.923398'))	"Fazenda Luiz Henrique Porto, 76
Lajedo
78801-775 Mendes / TO"	2021/04/02	756	borgesandre@uol.com.br		Augusto das Neves		elisalopes	da Costa	AB-	69830251721	519
(Decimal('-27.710713'), Decimal('-75.881234'))		2019-05-21	1750	gcamiscione@vodafone.it		Sebastiano Mortati		tonia46	Granatelli-Ritacca s.r.l.	AB+	SCRLDI33H20D611T	218
(Decimal('47.6749545'), Decimal('144.558631'))	"Mohauptstraße 6-2
31587 Spremberg"	11/25/2023, 00:00:00	1100	vheintze@googlemail.com		Isabell Hänel B.Sc.	Fachinformatiker	scholzhildburg	Haering e.V.	O+	741-10-6373	631
	"Trevo Pires, 7
Minas Brasil
37943-135 Rocha / ES"	2019/03/15	2077	da-rosamaria-eduarda@gmail.com		Julia Guerra	Tenista	vianakamilly	Ribeiro S/A	AB+	94658370166	684
(Decimal('-51.5820945'), Decimal('-173.898952'))		2024-10-27	856	bloewer@hotmail.de		Georg Zobel		fbaum	Freudenberger GbR	O-	964-57-5240	192
(Decimal('-19.8421135'), Decimal('-89.056397'))	"Lagoa Aragão
Ambrosina
02273670 Nunes Grande / AL"	27 Oct 2024	1852	maria-luiza90@hotmail.com		Dr. Henry Gabriel Costa		mourabenjamim	Marques Novaes Ltda.	A-	64572810362	226
(Decimal('-87.748959'), Decimal('-109.454130'))		11/29/2020, 00:00:00	1717	henry-gabriel41@bol.com.br		Juliana Sousa	Embalador	maria-ceciliagarcia	Lima Montenegro S/A	B+	81945372079	51
(Decimal('-84.5825995'), Decimal('70.004418'))	"Miesweg 7578
52963 Forst"	07/14/2023, 00:00:00	1061	qscholtz@gmx.de		Siegfried Junken		brigitta74	Tschentscher Bien AG & Co. KG	A-	536-24-3053	398
(Decimal('54.016456'), Decimal('94.195576'))	宮城県浦安市上野桜木8丁目21番6号 コート虎ノ門527	15 Nov 2023	5	mikakosuzuki@hotmail.com		佐々木 幹	気象予報士	ryohei78	株式会社渡辺運輸	O-	683-86-5983	309
(Decimal('-79.0202705'), Decimal('-10.203572'))	"Conjunto de Fernandes, 828
Dona Clara
61090706 Pereira / GO"	2019/08/24	1140	eguerra@hotmail.com		Dr. Lucas Gabriel Borges		duartemathias	Araújo S/A	O-	43907261534	538
(Decimal('13.762069'), Decimal('164.152209'))	"Textorstraße 54
14948 Schongau"	2022-10-03	2057	emilie82@gmail.com		Cläre Haase	Asphaltbauer	loretta28	Ditschlerin Hellwig e.G.	B+	117-74-5398	266
	"42548 Beard Shores
Loristad, MN 36442"	2023-10-20	654	mary88@gmail.com		Bonnie Ross		cbrown	Cook PLC	AB+	253-22-6598	8
(Decimal('72.7502675'), Decimal('-111.934237'))	"Strada Trentini, 10
35042, Deserto (PD)"	10/13/2024, 00:00:00	1120	qsollima@gmail.com		Nina Errani		ernestotartaglia	Storladi s.r.l.	O-	CLLRFL57A61G238R	427
(Decimal('12.400322'), Decimal('-56.163023'))	"Rua Antony da Rocha, 40
Etelvina Carneiro
38404-221 da Conceição do Norte / MG"	2025-05-06	376	joao-felipesampaio@bol.com.br		Dr. Davi Costa		montenegrogael	Garcia Casa Grande e Filhos	AB+	35167490839	332
(Decimal('-35.7901715'), Decimal('174.090493'))	"Vicolo Angelo, 68 Appartamento 1
16149, Genova (GE)"	26 Jul 2020	95	bellinicesare@gmail.com		Rossana Fornaciari		peruzzimichelangelo	Valmarana e figli	AB+	BRNPCC25D65F507A	132
(Decimal('41.350867'), Decimal('138.061897'))	"Via Mimun, 22 Appartamento 7
86085, Pietrabbondante (IS)"	10/20/2019, 00:00:00	416	cammaniti@tim.it		Pierpaolo Sibilia		enricocassara	Muratori Group	A-	NZGMRA09A24B580V	429
(Decimal('60.899824'), Decimal('167.015360'))	鳥取県武蔵野市九段南24丁目4番19号 コーポ蔵前461	2024-02-12	1335	yuisasaki@yahoo.com		遠藤 花子		akira69	有限会社岡本通信	AB-	624-66-6669	711
(Decimal('42.586962'), Decimal('18.276426'))	"Ladeira Ana Luiza Oliveira, 18
Vila Madre Gertrudes 2ª Seção
82770755 Ribeiro / RJ"	2020-02-26	95	benjamimvasconcelos@hotmail.com		Thales Pereira		vianajosue	Cirino Costela - EI	O+	46187259076	227
(Decimal('39.9331425'), Decimal('-92.146000'))	"Fazenda Maitê Souza, 12
Califórnia
59245033 Farias / SP"	2019-08-24	73	isilveira@bol.com.br		Yago Cavalcanti		cavalcantelivia	Fogaça	B+	15309674225	239
(Decimal('-13.3196545'), Decimal('-104.441523'))	"Hettnerstr. 38
60670 Diepholz"	2025-07-10	633	oestrovskyheidrun@gmx.de		Nicolas Geisel		abdullah06	Geisel GbR	AB-	619-83-3011	299
(Decimal('26.6930725'), Decimal('0.799744'))		24 Mar 2025	1999	maria-alicefogaca@uol.com.br		Mariah Rodrigues		isaacmendes	Vargas Dias S/A	A-	31078625417	406
(Decimal('38.3069915'), Decimal('96.415753'))	"Annerose-Schweitzer-Platz 8/7
07298 Tuttlingen"	2022-08-02	1170	ywulff@web.de		Dr. Bartholomäus Freudenberger MBA.		bbeyer	Seifert Bloch GmbH	AB-	670-35-1493	360
(Decimal('77.069796'), Decimal('45.488828'))		2023/08/18	1098	kito@hotmail.com		後藤 裕太		katoshohei	吉田鉱業有限会社	A-	819-15-3940	255
(Decimal('-30.618627'), Decimal('-157.355134'))	"Praia Rodrigues, 39
Olhos D'água
03955-527 Pires da Prata / PA"	09 Apr 2019	1747	luiz-henriquenunes@ig.com.br		Vicente Almeida	Museólogo	luigi62	Cardoso e Filhos	A+	23460715871	629
(Decimal('-8.511823'), Decimal('97.648303'))	"Estrada de Almeida, 22
Paraíso
37804266 Nascimento de Ribeiro / PE"	22 Feb 2024	939	rafaelmartins@hotmail.com		Aurora Macedo	Flanelinha	joanasales	Rezende	O+	24850637108	647
(Decimal('81.620349'), Decimal('-99.821668'))	"Aeroporto Lorenzo Souza, 508
Piratininga
08390-294 Ramos / CE"	2020-03-23	305	portoisabela@gmail.com		Joana Gonçalves		cavalcantiolivia	Sales Ferreira S/A	O+	83954620774	535
(Decimal('7.861769'), Decimal('-147.811671'))	埼玉県練馬区隼町12丁目10番3号	12/10/2018, 00:00:00	2072	maoki@yahoo.com		中村 裕美子		yumikoishii	井上電気合同会社	B+	261-29-8396	14
(Decimal('-58.8740435'), Decimal('146.618772'))	"Vicolo Ferrante, 98
25037, Pontoglio (BS)"	2024-07-11	1292	zecchinicristina@gmail.com		Sig.ra Melina Anguissola	Physiological scientist	toni54	Rubbia, Errigo e Lucchesi e figli	O+	MCCBNC08P04B455T	491
(Decimal('-25.307426'), Decimal('-168.219411'))	"Mina-Aumann-Straße 8514
55619 Sigmaringen"	02/24/2020, 00:00:00	1647	hermannvadim@yahoo.de		Denis Bruder	Fachinformatiker	melita41	Wesack	A-	906-87-3336	44
(Decimal('-48.2752305'), Decimal('130.131598'))	"Misicherstraße 0
61146 Hohenstein-Ernstthal"	2019/10/05	1873	elenorejunitz@aol.de		Univ.Prof. Brunhilde Rogner		anneke75	Schlosser Etzold GmbH	AB-	180-83-6566	536
(Decimal('-10.2109655'), Decimal('-72.294627'))	"Vicolo Ubaldo, 6
24061, Albano Sant'Alessandro (BG)"	2025-06-18	330	xramazzotti@virgilio.it		Dott. Nico Petrocelli		ksegre	Finotto-Bragadin s.r.l.	B-	CRBHGU26R60C269U	569
(Decimal('74.567828'), Decimal('129.858437'))	"Borgo Fuseli, 38 Piano 2
63076, Monteprandone (AP)"	07/01/2024, 00:00:00	1249	castelliernesto@tin.it		Dott. Lara Spadafora		zoppettisandro	Marcacci e figli	O-	PCTSPH71D13L184E	670
(Decimal('45.784470'), Decimal('8.408091'))	"Borgo Onio, 8
33031, Variano (UD)"	2018-10-15	1681	maurilio11@libero.it		Luisa Armellini		sauliromeo	Canil, Costalonga e Munari SPA	A-	DNSPRS26E67B780N	459
(Decimal('-21.215540'), Decimal('-5.571012'))	"Gotthold-Hein-Platz 996
91745 Haldensleben"	04/11/2023, 00:00:00	354	anne-katrin72@googlemail.com		Rosina Schuster	Techniker	benthinanne-marie	Losekann Gutknecht e.G.	A+	478-19-3113	105
(Decimal('25.743932'), Decimal('-116.295335'))	"Gerald-Heintze-Allee 4466
67823 Wittstock"	02 Jan 2023	1311	bernhardpatberg@gmx.de		Pascale Wulf MBA.		klaus-michael78	Caspar Schuchhardt AG	AB+	287-95-1155	347
(Decimal('2.759208'), Decimal('-173.405050'))	茨城県国分寺市前弥六南町32丁目7番9号 パレス幸手202	02 Apr 2024	543	hiroshi17@hotmail.com		前田 智也	営業	yamazakikana	合同会社佐藤建設	O-	060-58-6163	59
(Decimal('-18.737603'), Decimal('-99.163331'))		02/28/2020, 00:00:00	440	maria77@uol.com.br		Allana Caldeira		ninasa	Nogueira Duarte - ME	B-	26057891449	355
(Decimal('88.754619'), Decimal('135.494248'))	"Unit 1732 Box 8360
DPO AP 99285"	04/09/2025, 00:00:00	1876	smithdavid@hotmail.com		Miguel Gordon		devon82	Dougherty, Gaines and Wilkinson	A-	003-70-3098	355
(Decimal('-15.4029295'), Decimal('-115.641606'))		06/05/2023, 00:00:00	7	lewisdenise@hotmail.com		Sarah Johnson		jjones	Martin-Gibbs	AB+	582-13-9624	132
(Decimal('1.778183'), Decimal('56.951122'))	"Canale Vecoli, 213 Appartamento 88
10123, Torino (TO)"	08/25/2024, 00:00:00	1042	virgilio81@gmail.com		Arsenio Marenzio		loretta46	Anguillara, Travaglia e Alighieri e figli	AB+	CNRBNN47H53H607O	1
(Decimal('-59.022705'), Decimal('-157.279168'))	"Canale Toselli, 86 Piano 6
16154, Sestri Ponente (GE)"	03 Jun 2022	2158	gigliriccardo@vodafone.it		Dott. Gianmarco Abbagnale		simonetta05	Verga-Morosini SPA	O-	TRPDNI23M21H218V	157
(Decimal('-42.413684'), Decimal('-163.609113'))	"Travessa de Cassiano, 6
Palmeiras
74864-487 Sousa / MS"	02/25/2020, 00:00:00	1130	souzamaria-liz@uol.com.br		Clarice Vieira		pintotheo	Castro	B+	91456302833	706
	"Stretto Romagnoli, 66
10013, Borgofranco D'Ivrea (TO)"	2022-08-24	748	xgramsci@poste.it		Barbara Polesel		fedeleseddio	Lancisi SPA	A+	LNCVTR26S70E338I	604
(Decimal('-45.3609245'), Decimal('18.732222'))	"Beierplatz 34-52
57418 Bremervörde"	07/31/2025, 00:00:00	717	denis15@gmail.com		Univ.Prof. Arif Hamann		ibloch	Käster	AB-	399-40-8679	611
(Decimal('23.942473'), Decimal('133.109221'))	埼玉県板橋区麹町20丁目6番2号 コーポ蔵前264	2019/12/12	2028	ryosukehayashi@hotmail.com		石井 健一	営業	nanami37	有限会社高橋ガス	AB+	347-45-3763	714
(Decimal('45.436133'), Decimal('145.542961'))		2025-08-09	173	ericmartin@gmail.com		Kelly Smith		clarkmichelle	Flowers Ltd	AB+	591-28-1632	511
	石川県印旛郡酒々井町小入11丁目26番1号	26 Jan 2020	1576	manabu65@hotmail.com		石川 康弘		sotaromori	小林通信有限会社	A+	249-30-8610	712
(Decimal('-47.6733045'), Decimal('128.075871'))	"Stretto Jolanda, 44 Appartamento 69
80034, Selva (NA)"	2018/12/30	2145	gioacchino81@gmail.com		Evangelista Schiaparelli	Therapist, nutritional	lamborghinigemma	Comisso, Soprano e Giannelli Group	A-	SFFMCL67L66B641V	128
	"Piazza Stefani, 678
53022, Buonconvento (SI)"	18 Dec 2023	1115	milo30@libero.it		Telemaco Aporti		salvatoreantonioni	Mazzanti, Montanelli e Villadicani e figli	O-	CCRMND67E10B389Q	471
(Decimal('-79.705289'), Decimal('-50.577519'))	"77252 Barry Ports Suite 402
South Lisamouth, MO 22480"	10/12/2023, 00:00:00	49	kingram@gmail.com		Susan Mclaughlin		bmooney	Myers-Sampson	O+	828-65-3749	509
